permitnumber,permittype,permitdescription,typeofwork,approvedscopeofwork,status,commercialorresidential,address,zip,council_district,contractorname,contractoraddress1,contractorcity,contractorstate,contractorzip,opa_owner,permitissuedate,matched_trades
GM-2026-005219,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,- For the interior demolition on NON-Load-Bearing partition walls and ceilings as per attached standard. Deviations from these standards require submission of construction and site plans.       ALTERATION/REPAIR IS STRICTLY PROHIBITED with this permit type.,Issued,Residential,7807 RUGBY ST,19150-2509,9,,,,,,CORP CHASE MANHATTAN MTG,2026-09-17T04:00:00Z,demolition
GM-2026-007278,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,"EZ INTERIOR NON-LOAD-BEARING WALL DEMOLITION - For the interior demolition on NON-Load-Bearing partition walls and ceilings as per attached standard. Deviations from these standards require submission of construction and site plans. Structural alteration or repair is expressly PROHIBITED under this permit. Prohibited structural work includes but not limited to any modification to exterior walls, party wall, floor/roof framing and foundations, including underpinning, excavation and removal of foundation slab. Separate Streets Department permit required for sidewalk and street closures.

Interior only - PHC preapproval attached to app.",Issued,Residential,1311-13 IRVING ST,19107-5606,1,,,,,,IRVING STREET LLC,2026-09-17T04:00:00Z,roofing;demolition
DP-2026-000585,Demolition,Demolition Permit,Minor Demolition,"COMPLETE DEMOLITION OF AN EXISTING DETACHED ONE-STORY, MASONRY, CONCRETE AND WOOD ACCESSORY GARAGE BUILDING BY HAND METHODS. ALL PERMITTED DEMOLITION ACTIVITY TO BE IN ACCORDANCE WITH APPROVED SITE SAFETY DEMOLITION PLAN & SUCH PLAN TO BE MAINTAINED ON SITE AT ALL TIMES IN ACCORDANCE WITH PHILADELPHIA ADMINISTRATIVE CODE. COMPLETE SIDEWALK CLOSURE REQUIRED IN ACCORDANCE WITH SECTION 3306 OF THE IBC. SEPARATE STREET CLOSURE PERMIT REQUIRED PRIOR TO START OF WORK. ANY DEVIATION WILL REQUIRE AN AMENDED BUILDING PERMIT.",Issued,Commercial,3230 BELGRADE ST,19134-5213,6,MANGUAL DEMOLITION INC,"MANGUAL DEMOLITION INC
2301 N 52nd Street
Philadelphia, PA  19131
USA",,,,BEST CHOICE VENTURES LLC,2026-09-17T04:00:00Z,demolition
GM-2026-008027,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",Issued,Residential,1605 S 22ND ST,19145-1315,2,,,,,,GREENLEAF & FERGUSON INC,2026-09-17T04:00:00Z,demolition
GM-2026-008022,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",Issued,Commercial,5236-44 BELFIELD AVE,19144-1735,8,,,,,,TENNIS PARTNERS,2026-09-17T04:00:00Z,demolition
GM-2026-008028,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",Issued,Residential,5916 HENRY AVE,19128-1608,4,,,,,,"WYCHUNIS ANTHONY, WYCHUNIS EILEEN H/W",2026-09-17T04:00:00Z,demolition
GM-2026-008038,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",Issued,Residential,1508 S 9TH ST,19147-6403,1,,,,,,"LUC THO VAN, TA MAI THI",2026-09-17T04:00:00Z,demolition
GM-2026-008018,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",Issued,Residential,1147 SNYDER AVE,19148-5521,1,,,,,,JENNIE PALESANO,2026-09-17T04:00:00Z,demolition
PP-2026-012722,Plumbing,Plumbing Permit,Alterations,SEAL LATERAL FOR DEMO.,Issued,Residential,6917 CRESHEIM RD,19119-2567,8,MONSTER PLUMBING,"MONSTER PLUMBING
2947 S 13TH STREET
PHILADELPHIA, PA  19148
USA",,,,GERMANTOWN HOME INC,2026-09-17T04:00:00Z,demolition
OP-2026-000397,Operations,Operations Permit,Fireworks / Pyrotechnics Display,"1.4g indoor pyro and flame effects. All effect shall adhere to the 2018 Philadelphia Fire Code and applicable NFPA referenced standards.  These shall include but not limited to NFPA 1126,1123 and NFPA 160.  The safe operation of all effects is the responsibility of the shooter. Permit approval is subject to a demo to the assigned Fire Code official.",Issued,Commercial,3601 S BROAD ST,19148-5250,2,,,,,,CITY OF PHILA,2026-09-17T04:00:00Z,demolition
ZP-2026-009275,Zoning,Zoning Permit,Full Demolition,Complete demolition of existing structure/s on the lot to become a vacant lot,Issued,Residential,249 W MAYFIELD ST,19133-3633,7,FRANCIS HENRIQUEZ ,"FRANCIS HENRIQUEZ 
808 W YORK STREET
PHILADELPHIA, PA  19133
USA",,,,BATISTA LUIS G LOPEZ,2026-09-16T16:54:29Z,demolition
ZP-2026-009114,Zoning,Zoning Permit,Full Demolition,Complete demolition to create vacant lot,Issued,Commercial,2235-51 STEWART ST,19121-3972,5,GEPPERT BROS INC,"GEPPERT BROS INC
3101 TREWIGTOWN ROAD
COLMAR, PA  18915
USA",,,,,2026-09-16T13:24:47Z,demolition
ZP-2026-001488,Zoning,Zoning Permit,"New construction, addition, GFA change",FOR THE COMPLETE DEMOLITION OF EXISTING BUILDING AND FOR THE ERECTION OF AN ATTACHED BUILDING AS COMPLIANT PER $14-504(11)(C) (NCO-STRAWBERRY MANSION ZONE 2) OF PHILADELPHIA ZONING CODE. SIZE AND LOCATION AS SHOWN ON PLANS.,Issued,Commercial,2009 N 33RD ST,19121-1708,5,,,,,,2009 N 33RD STREET LLC,2026-09-16T13:07:21Z,demolition;new_construction
GM-2026-007954,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",Issued,Residential,4819 N 15TH ST,19141-2103,8,,,,,,CITIZENS BANK NA,2026-09-16T04:00:00Z,demolition
RP-2026-007322,Residential Building,Residential Building Permit,Addition and/or Alteration,"For the partial demolition and reconstruction of the second floor rear. For interior and exterior alterations to an existing attached single-family dwelling per plans. Separate permits are required for all associated Mechanical, Electrical, and Plumbing work. Basement to remain non-habitable, to be used for storage and utilities only.",Issued,Residential,5149 RANSTEAD ST,19139-3440,3,Inagi Construction Company LLC,"Inagi Construction Company LLC
2013 Wallace St
Philadelphia, PA  19130
USA",,,,VIN PARTNERS LLC,2026-09-16T04:00:00Z,demolition
GM-2026-007081,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,- For the interior demolition on NON-Load-Bearing partition walls and ceilings as per attached standard. Deviations from these standards require submission of construction and site plans.     ALTERATION/REPAIR is STRICTLY PROHIBITED.,Issued,Residential,130 W ABBOTTSFORD AVE,19144-3612,8,,,,,,KUSHNER PAUL,2026-09-16T04:00:00Z,demolition
ZP-2026-009198,Zoning,Zoning Permit,"New construction, addition, GFA change",FOR PARTIAL DEMOLITION AND THE ERECTION OF AN ADDITION AT THE REAR OF AN EXISTING ATTACHED STRUCTURE. SIZE AND LOCATION AS SHOWN ON PLANS.,Issued,Residential,2020 S 2ND ST,19148-2603,1,Canary Architecture LLC,"Canary Architecture LLC
753 Bradford Terrace
Springfield, PA  19064
USA",,,,"MCGRAW ANTHONY, MCGRAW SARA A",2026-09-15T13:30:15Z,demolition;new_construction
ZP-2026-009410,Zoning,Zoning Permit,"New construction, addition, GFA change","FOR PARTIAL DEMOLITION OF THE ONE-STORY REAR PORTION OF AN EXISTING ATTACHED STRUCTURE. SIZE AND LOCATION AS SHOWN ON PLANS. REMAINING WALLS OF REAR PORTION TO BECOME FENCE WALLS NOT EXCEEDING 6'-0"" IN HEIGHT.",Issued,Residential,1829 S 21ST ST,19145-2039,2,ANDREW J ROBINSON,"ANDREW J ROBINSON
640 CLIFTON AVE
SHARON HILL, PA  19079
USA",,,,COLLINS LORETTA,2026-09-15T13:03:56Z,pool_deck_fence;demolition;new_construction
DP-2026-000635,Demolition,Demolition Permit,Minor Demolition,MAKE SAFE PERMIT TO COMPLY WITH CASE #CF-2024-101939-FOR THE COMPLETE DEMOLITION OF AN EXISTING ATTACHED MASONRY AND WOOD ONE-STORY STRUCTURE BY HAND METHODS. .  ABUTTING SIDEWALK MUST BE CLOSED WITH FENCING A MINIMUM OF 6' IN HEIGHT. SEPARATE STREETS DEPARTMENT PERMIT REQUIRED FOR SIDEWALK CLOSURE. A SEPARATE PERMIT IS REQUIRED FOR ANY ADDITIONAL ALTERATIONS THAT ARE NOT SPECIFICALLY ADDRESSED ON CASE #CF-2024-101939.  ALL PERMITTED DEMOLITION ACTIVITY TO BE IN ACCORDANCE WITH APPROVED SITE SAFETY DEMOLITION PLAN & SUCH PLAN TO BE MAINTAINED ON SITE AT ALL TIMES IN ACCORDANCE WITH PHILADELPHIA ADMINISTRATIVE CODE. COMPLETE SIDEWALK CLOSURE REQUIRED AS REFLECTED ON APPROVED SITE PLAN AND IN ACCORDANCE WITH SECTION 3303 OF THE IBC 2021. ,Issued,Commercial,1900 E HUNTINGDON ST,19125-1110,1,FIRST CALL DEMOLITION LLC,"FIRST CALL DEMOLITION LLC
1114 CANTRELL ST
PHILADELPHIA, PA  19148
USA",,,,1900 HUNTINGDON LLC,2026-09-15T04:00:00Z,demolition
DP-2026-000983,Demolition,Demolition Permit,City Demolition,Sub Demolition Permit for CF-2026-115162. For the complete demolition of a property as part of the City of Philadelphia Demolition Program. Add'l specs: No sidewalk. (1) stucco c/w 2847 N. 22nd. Clear all trees on adjacent lot at 2843 N. 22nd. Erosion control mat with topsoil and seed on 2845 N. 22nd only. Match 6' chain link fence across front.,Issued,Residential,2845 N 22ND ST,19132-2626,8,FRANCIS HENRIQUEZ ,"FRANCIS HENRIQUEZ 
808 W YORK STREET
PHILADELPHIA, PA  19133
USA",,,,"THOMAS YVONNE M, CURRY KENNETH R",2026-09-15T04:00:00Z,pool_deck_fence;demolition
RP-2026-009412,Residential Building,Residential Building Permit,Make Safe Permit For RP,"**MAKE SAFE PERMIT** FOR REPAIRS TO INCLUDE DEMOLITION OF THE REAR ONE-STORY PORTION OF THE BUILDING AND PARTIAL RECONSTRUCTION OF EXTERIOR MASONRY WALLS AT THE TWO-STORY PORTION TO COMPLY WITH VIOLATION # CF-2026-073986. NOT TO EXCEED SCOPE OF WORK NOTED IN ENGINEER'S REPORT AND SHOWN ON APPROVED PLANS. SEPARATE PERMITS REQUIRED FOR ANY ADDITIONAL ALTERATIONS THAT ARE NOT SPECIFICALLY ADDRESSED ON CASE # CF-2026-073986. IN ACCORDANCE WITH CODE BULLETIN PM-1801, A PA PROFESSIONAL ENGINEER IS REQUIRED TO MONITOR REPAIRS MADE UNDER THIS PERMIT. THE ENGINEER MUST SUBMIT A SEALED STATEMENT TO THE DEPARTMENT CONFIRMING THAT THE STRUCTURE IS IN SOUND CONDITION AT COMPLETION. MAKE SAFE PERMIT ONLY. SEE ZP-2026-009410 FOR ZONING APPROVAL OF THE PARTIAL DEMOLITION.",Issued,Residential,1829 S 21ST ST,19145-2039,2,ANDREW J ROBINSON,"ANDREW J ROBINSON
640 CLIFTON AVE
SHARON HILL, PA  19079
USA",,,,COLLINS LORETTA,2026-09-15T04:00:00Z,demolition
GM-2026-007930,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",Issued,Commercial,1622-50 ARCH ST,19103-2030,5,,,,,,1650 ARCH PARTNERS LP,2026-09-15T04:00:00Z,demolition
GM-2026-007953,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",Issued,Residential,2121 MIFFLIN ST,19145-1931,2,,,,,,"BURNETT JAMES JR, ELSIE",2026-09-15T04:00:00Z,demolition
GM-2026-007671,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,"**Existing Philadelphia Historic Property** 
For the interior demolition of non-bearing partition walls and ceiling in accordance with the attached EZ Permit Interior Demolition Standard. Failure to comply with the attached EZ Permit Interior Demolition Standard shall result in revocation of this permit. No exterior work permitted as part of this permit as per PHC approval.

Asbestos removal is required prior to start of work.",Issued,Commercial,917-33 CHESTNUT ST,19107-4212,1,,,,,,THOMAS JEFFERSON UNIVERSI,2026-09-15T04:00:00Z,demolition
RP-2026-009376,Residential Building,Residential Building Permit,Make Safe Permit For RP,MAKE SAFE PERMIT TO COMPLY WITH CF-2026-016292 TO INCLUDE PARTIAL DEMOLITION AND REPAIRS/REPLACEMENT OF EXTERIOR PORCH PIER PROVIDE SHORING OF PORCH ROOF / FRAMING PER APPROVED PLANS AND IN ACCORDANCE WITH CODE BULLETIN PM-1801.  LICENSED PA PROFESSIONAL ENGINEER IS REQUIRED TO MONITOR REPAIRS MADE UNDER THIS PERMIT.  THE ENGINEER MUST SUBMIT A SEALED STATEMENT TO THE DEPARTMENT CONFIRMING THAT THE STRUCTURE IS IN SOUND CONDITION AT COMPLETION.  SEPARATE PERMITS REQUIRED FOR ADDITIONAL ALTERATIONS NOT ADDRESSED IN APPROVED PLANS. ,Issued,Residential,4235 ROMAIN ST,19124-4526,7,Latson Construction LLC,"Latson Construction LLC
4 Ardmore Ave
Upper Darby, PA  19082
USA",,,,GEIGER SHIETA,2026-09-15T04:00:00Z,roofing;demolition
CP-2026-003511,Building,Commercial Building Permit,Commercial Make Safe Permit,MAKE SAFE PERMIT TO COMPLY WITH CF-2025-029967 TO INCLUDE PARTIAL DEMOLITION AND REPAIRS/REPLACEMENT OF EXTERIOR WALL AND FRAMING PER APPROVED PLANS AND IN ACCORDANCE WITH CODE BULLETIN PM-1801.  LICENSED PA PROFESSIONAL ENGINEER IS REQUIRED TO MONITOR REPAIRS MADE UNDER THIS PERMIT.  THE ENGINEER MUST SUBMIT A SEALED STATEMENT TO THE DEPARTMENT CONFIRMING THAT THE STRUCTURE IS IN SOUND CONDITION AT COMPLETION.  SEPARATE PERMITS REQUIRED FOR ADDITIONAL ALTERATIONS NOT ADDRESSED IN APPROVED PLANS. ,Issued,Commercial,1327-31 N 5TH ST,19122-4303,5,"Bridge One Construction, LLC","Bridge One Construction, LLC
114 Chestnut Street, 4th Flr
Philadelphia, PA  19106
USA",,,,1327-31 N 5TH ST LLC,2026-09-15T04:00:00Z,demolition;commercial_fitout
PP-2026-011620,Plumbing,Plumbing Permit,Alterations,"-	Approved plumbing repair work per EZ Permit Standard for Plumbing.

SEAL LATERAL FOR DEMO.",Issued,Commercial,744-48 S 11TH ST,19147-2614,2,FRANKIE D PLUMBING AND HEATING,"FRANKIE D PLUMBING AND HEATING
4554 TORRESDALE AVENUE
PHILADELPHIA, PA  19124
USA",,,,"FETFAZES MARINOS, OLIMPIA",2026-09-15T04:00:00Z,demolition
CP-2026-005318,Building,Commercial Building Permit,Commercial Make Safe Permit,"FOR THE STRUCTURAL REPAIR TO EXTERIOR WALL, JOISTS AND ROOF TO RESOLVE CASE #CF-2026-092776. A SEPARATE PERMIT IS REQUIRED FOR ANY ADDITIONAL ALTERATIONS THAT ARE NOT SPECIFICALLY ADDRESSED ON THE REFERENCED CASE FILE(S).
** PERMIT INCLUDES REMOVAL OF MORE THAN 2/3 OF STRUCTURAL FRAMING MEMBERS - DEMOLITION PERMIT  REQUIRED IF ANY PORTION OF THE EXTERIOR WALL IS REMOVED AS A RESULT OF THIS PERMIT OR FUTURE PLANNED DEVELOPMENT IN ACCORDANCE WITH SECTION 14-305(6)(G) OF THE PHILADELPHIA ZONING CODE **
",Issued,Commercial,329-31 FAIRMOUNT AVE,19123-2917,1,TBC LLC,"TBC LLC
1546 PACKER AVE
LOWER LEVEL
PHILADELPHIA, PA  19145
USA",,,,"BABUSIK FRANK, ANNA",2026-09-15T04:00:00Z,roofing;demolition;commercial_fitout
ZP-2026-008885,Zoning,Zoning Permit,"New construction, addition, GFA change","Complete demolition and reconstruction of existing single-family two-story rear addition, and construction of a new single story first-floor side addition as per approved plan. NTE 38' in height.",Issued,Residential,515 WILDER ST,19147-5826,1,Reynolds Engineering Company,"Reynolds Engineering Company
1500 Chestnut St Suite 2 #2933
Philadelphia, PA  19102
USA",,,,AYO VENTURES LLC,2026-09-14T20:49:14Z,demolition;new_construction
RP-2026-008537,Residential Building,Residential Building Permit,Addition and/or Alteration,"remodel kitchen, primary bathroom, add secondary bathroom, add cabinetry, trim work, drywall, painting. demolition as required for above. interior renovation of an existing single family dwelling, detail per plan.",Issued,Residential,1045 LOMBARD ST,19147-1219,1,DAVID A BICHE,"DAVID A BICHE
38 ESSEX AVE
LANSDOWNE, PA  19050
USA",,,,"MYER TOUHEY, MYER ELLEN",2026-09-14T04:00:00Z,demolition;kitchen_bath
GM-2026-007870,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,- For the interior demolition on NON-Load-Bearing partition walls and ceilings as per attached standard. Deviations from these standards require submission of construction and site plans.              Alteration/repair of any kind is STRICTLY PROHIBITED under this permit type.,Issued,Residential,869 E RUSSELL ST,19134-1330,7,,,,,,JOHNSON WARREN,2026-09-14T04:00:00Z,demolition
GM-2026-006928,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,- For the interior demolition on NON-Load-Bearing partition walls and ceilings as per attached standard. Deviations from these standards require submission of construction and site plans.    No exterior work permitted as part of this permit. No work to exterior windows and/or doors as part of this permit.,Issued,Commercial,714 MARKET ST,19106-2326,1,,,,,,714 MARKET LLC,2026-09-14T04:00:00Z,demolition
OP-2026-000376,Operations,Operations Permit,Fireworks / Pyrotechnics Display,"1.4 g indoor pyro. All effect shall adhere to the 2018 Philadelphia Fire Code and applicable NFPA referenced standards.  These shall include but not limited to NFPA 1126,1123 and NFPA 160.  The safe operation of all effects is the responsibility of the shooter. Permit approval is subject to a demo to the assigned Fire Code official.",Issued,Commercial,1800-28 N BROAD ST,19121-3302,5,,,,,,"COMMONWEALTH OF PENNSYLVA, DEPARTMENT OF GENERAL SER",2026-09-14T04:00:00Z,demolition
EP-2026-006712,Electrical,Electrical Permit,Addition and/or Alteration,"Hall & Stem Room: - furnish and install ( 14) 2x4 lay-in fixtures as indicated in plans to include 1 in electrical room- furnish and install (6) emergency lights as indicated in plans . . furnish and install (10) remote heads as indicated in plans- furnish and install (3) exit/emergency lights as indicated in plans- demo receptacles on wall to be removed- install baseboard heater- complete previously started wiring as needed- install devices (switches, receptacles, occupancy sensors) Wrestling Room: - remove existing lighting- provide temporary lighting- install (20) 2x4 lay-in fixtures as per 2017  NEC.",Issued,Commercial,4030-60 BROWN ST,19104-4899,3,JM Electrical Contractor LLC,"JM Electrical Contractor LLC
3144 w Ironside rd
Camden, NJ  08104
USA",,,,SCHOOL DISTRICT OF PHILA,2026-09-14T04:00:00Z,demolition
CP-2026-005509,Building,Commercial Building Permit,Addition and/or Alteration,"FOR A LEVEL II INTERIOR ALTERATIONS (NO CHANGE IN OCCUPANCY ) TO A PORTION OF AN EXISTIGS TRUCTURE ( SUIT2#2675).  ALTERATIONS TO INCLUDE SELECTIVE DEMOLITION OF EXOISTING PARTITION AND THE  INSTALLATION OF NEW WALL PARTITIONS, PROVIDE FINISHES AND FURNISHINGS  AS PER APPROVED PLANS. ALL WORK TO BE DONE PER APPROVED PLANS.** IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK**IEBC 2021**EXISTING BUILDING FULLY SPRINKLERED** SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK**",Issued,Commercial,130 N 18TH ST,19103-2757,5,LAKASH CONSTRUCTORS INC,"LAKASH CONSTRUCTORS INC
921A N BETHLEHEM PK
SUITE R-100
AMBLER, PA  19002
USA",,,,OLS OFFICE PARTNERS L P,2026-09-14T04:00:00Z,demolition;commercial_fitout
GM-2026-007884,General Permit Minor,General Permit Minor,EZ Interior Non-Load-Bearing Wall Demo.,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",Issued,Residential,4745 A ST,19120-4442,7,,,,,,KLV LLC,2026-09-12T04:00:00Z,demolition
ZP-2026-008994,Zoning,Zoning Permit,"New construction, addition, GFA change",Demolition of more than 2/3 of structure. For the erection of an attach 2 story structure with front porch and basement. Size and location per plan.,Issued,Residential,5217 BEAUMONT ST,19143-4208,3,HYC ARCHITECT PC,"HYC ARCHITECT PC
405 MAPLEWOOD AVE
MERION STATION, PA  19066
USA",,,,INVESTMENTS ROSSCE INC,2026-09-11T19:25:14Z,demolition;new_construction
ZP-2025-012242,Zoning,Zoning Permit,Lot Line Relocation,"FOR THE RELOCATION OF LOT LINE TO CREATE FOUR (4) LOTS (LOT -1, LOT-2, LOT-3 AND LOT-4) FROM TWO (2) EXISTING DEEDED LOTS (6707 N 6TH S AND 6705 N 6TH ST; PREMISES -A & PREMISES - B) WITH ONE (1)  OPA ACCOUNT (COMPLETE DEMOLITION OF ALL EXISTING STRUTURES ON THE LOTS). SIZE AND LOCATION AS SHOWN IN THE APPLICATION / PLAN.
",Issued,Commercial,6707 N 6TH ST,19126-3030,9,VICENCIO C DANILO,"VICENCIO C DANILO
501 N. Columbus Blvd. 
Unit 1332
Philadelphia, PA  19123
USA",,,,MC CULLOUGH BARNETT JR,2026-09-11T15:57:27Z,demolition
ZP-2026-009129,Zoning,Zoning Permit,Full Demolition,Complete demolition to create vacant lot.,Issued,Commercial,3100 PENROSE FERRY RD,19145-5537,2,PEDRO PALMER CONSTRUCTION INC,"PEDRO PALMER CONSTRUCTION INC
2346 North 8th Street
Philadelphia, PA  19133
USA",,,,TC 3100 PENROSE FERRY ROAD LLC,2026-09-11T14:00:44Z,demolition
CP-2026-004669,Building,Commercial Building Permit,Addition and/or Alteration,"FOR LEVEL II ALTERATIONS TO AN EXISTING STRUCTURE. ALTERATIONS TO INCLUDE PARTIAL DEMOLITION AND THE ERECTION OF PARTITION WALLS, INSTALL KITCHEN EQUIPMENT, AND PROVIDE FINISHES/FURNISHINGS AND ACCESSIBILITY IMPROVEMENTS THROUGHOUT.  FOR USE AS PREVIOUSLY APPROVED. ALL WORK TO BE DONE PER APPROVED PLANS. 
***************** SEPARATE PERMITS TO BE OBTAINED FOR ALL OTHER WORK. ****************************************** ",Issued,Commercial,180 W DUNCANNON AVE,19120-3410,8,WCD CONSTRUCTION,"WCD CONSTRUCTION
4506 Bleigh Ave
Philadelphia, PA  19136
USA",,,,EL REALTY LLC,2026-09-11T04:00:00Z,demolition;kitchen_bath;commercial_fitout
CP-2026-004516,Building,Commercial Building Permit,Addition and/or Alteration,"FOR LEVEL II INTERIOR ALTERATIONS TO AN EXISTING STRUCTURE TO INCLUDE PARTIAL DEMOLITION AND THE ERECTION OF PARTITION WALLS, 
PROVIDE FINISHES/FURNISHINGS AND ACCESSIBILITY IMPROVEMENTS THROUGHOUT. FOR CHANGE IN USE AND OCCUPANCY CLASSIFICATION TO MEDICAL, DENTAL, AND HEALTH PRACTITIONER- GROUP MEDICAL, DENTAL, AND HEALTH PRACTITIONER WITHIN UNIT ""C "" AT THE 2ND FLOOR. EXISTING BUILDING IS FULLY SPRINKLERED. ALL WORK TO BE DONE PER APPROVED PLANS AND IN ACCORDANCE WITH 2018 IEBC. SEPARATE PERMITS REQUIRED FOR MECHANICAL, ELECTRICAL, PLUMBING, AND FIRE SUPPRESSION WORK. SEE ZP-2026-000979 FOR ASSOCIATED ZONING APPROVAL OF USE CHANGE.",Issued,Commercial,1122 FRANKFORD AVE,19125-4118,1,BLACKSTONE BUILDING GROUP,"BLACKSTONE BUILDING GROUP
",,,,1120-36 FRANKFORD DRIS LP,2026-09-11T04:00:00Z,demolition;commercial_fitout
RP-2026-009364,Residential Building,Residential Building Permit,Addition and/or Alteration,FOR COMPLETE DEMOLITION OF EXISTING REAR DETACHED GARAGE AND THE ERECTION OF NEW TWO PARKING SPACES ATTACHED GARAGE ADDITION AS PART OF AN EXISTING SINGLE FAMILY DETACHED STRUCTURE. DETAILS AS SHOWN IN THE APPLICATION / PLAN. ,Issued,Residential,8221 SEMINOLE AVE,19118-3929,8,Cemah F Tudae-Torboh,"Cemah F Tudae-Torboh
104 E CLIVEDEN ST 
PHILADELPHIA , PA  19119
USA",,,,8221 SEMINOLE LLC,2026-09-11T04:00:00Z,demolition
CP-2026-004850,Building,Commercial Building Permit,Addition and/or Alteration,FOR THE PARTIAL DEMOLITION OF ONE STORY PORTION OF AN EXISTING BUILDING PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS TO BE OBTAINED FOR ALL OTHER WORK. ,Issued,Commercial,1303-09 BUTTONWOOD ST,19123-3609,1,Ricco Construction Corp,"Ricco Construction Corp
282 CREEK ROAD
BELLMAWR, NJ  08031
USA",,,,1303 BUTTONWOOD LLC,2026-09-11T04:00:00Z,demolition;commercial_fitout
