permitnumber,permittype,permitdescription,typeofwork,approvedscopeofwork,status,commercialorresidential,address,zip,council_district,contractorname,contractoraddress1,contractorcity,contractorstate,contractorzip,opa_owner,permitissuedate,matched_trades
MP-2026-005013,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans. 

New HVAC, 15 reg./diff.",Issued,Residential,1113 E HORTTER ST,19150-3104,9,"Hillsborough Holdings, LLC.","Hillsborough Holdings, LLC.
2001 Hamilton Street
Suite 928
Philadelphia, PA  19130
USA",,,,ATM AFFORDABLE HOMES LLC,2026-09-22T04:00:00Z,hvac
MP-2026-005405,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

New 2.5 ton HVAC system, ductwork, and 10 diffusers",Issued,Residential,7810 TEMPLE RD,19150-2110,9,AC Comfort Service Inc,"AC Comfort Service Inc
60 Shelter Ln
LEVITTOWN, PA  19055
USA",,,,ANNA PROPERTIES LLC,2026-09-22T04:00:00Z,hvac
MP-2026-005119,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations," EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Installation of new HVAC system consisting of one 2.5-ton A/C system, new ductwork, seven (7) supply/return diffusers/registers, and 72,000 BTU warm-air furnace.",Issued,Residential,1517 S 30TH ST,19146-3503,2,MORELOS CONSTRUCTION INC,"MORELOS CONSTRUCTION INC
4602 G ST
PHILADELPHIA, PA  19120
USA",,,,BLACKWOOD CAPITAL HOLDINGS LLC,2026-09-22T04:00:00Z,hvac
MP-2026-004943,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"**2021 IMC REVIEW** FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH THE MANUFACTURER’S SPECIFICATIONS. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK.",Issued,Commercial,501-27 E GIRARD AVE,19125-3311,5,Sanks Mechanical,"Sanks Mechanical
13451 Damar Dr
Suite Jk
Philadelphia, PA  19116
USA",,,,WOLFF COURT DEVELOPMENT L,2026-09-22T04:00:00Z,hvac
MP-2026-005406,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Install 95% HVAC System, ductwork, and 16 registers",Issued,Residential,721 S 60TH ST,19143-2303,3,VIKTORY HOMES LLC,"VIKTORY HOMES LLC
129 HIGH STREET
NEWTOWN, PA  18940
USA",,,,GRANOVSKIY GRYGORIY,2026-09-22T04:00:00Z,hvac
MP-2026-004112,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH MANUFACTURER'S SPECIFICATIONS. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK. THIS APPLICATION WAS REVIEWED UNDER THE 2021 IMC.",Issued,Residential,517 BAINBRIDGE ST,19147-2207,1,Sanks Mechanical,"Sanks Mechanical
13451 Damar Dr
Suite Jk
Philadelphia, PA  19116
USA",,,,"HALLAK HAZEM, DAMJANOV NEVENA",2026-09-21T04:00:00Z,hvac
MP-2026-005208,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF A NEW HVAC SYSTEMS, ASSOCIATED DUCT WORK, AND REGISTERS/DIFFUSERS AS PER APPROVED PLANS.  SEPARATE PERMIT REQUIRED FOR ELECTRICAL, PLUMBING, FIRE SUPPRESSION. *IMC 2021",Issued,Commercial,3300 HENRY AVE,19129-1121,4,LONGS HEATING & COOLING INC,"LONGS HEATING & COOLING INC
829 LINCOLN AVE
UNIT 2
WEST CHESTER, PA  19380
USA",,,,,2026-09-21T04:00:00Z,hvac
MP-2026-005085,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

New HVAC system, ductwork, and 12 diffusers",Issued,Residential,5734 FLORENCE AVE,19143-4528,3,ARCTIC LINE LLC,"ARCTIC LINE LLC
349 Holly Knoll dr
Southampton, PA  18966
USA",,,,HOME IS HEART MS INC,2026-09-21T04:00:00Z,hvac
EP-2026-006140,Electrical,Electrical Permit,Addition and/or Alteration,"Work includes a new  600-amp electrical service, tenant and house distribution panels, branch circuit wiring, lighting, receptacles, dedicated equipment circuits, HVAC and water heater power connections, emergency and exit lighting, smoke/CO alarms, and a complete fire alarm system with all associated equipment and devices. ALL WORK PER APPROVED PLANS. FUTURE TENANT FIT-OUT WILL REQUIRE A SEPARATE PERMIT AND UPDATED SERVICE LOAD CALCULATION. ",Issued,Commercial,833-35 N 2ND ST,19123-3009,1,EAGLE ELECTRICAL CONSTRUCTION CO INC,"EAGLE ELECTRICAL CONSTRUCTION CO INC
2521 EAST CLEARFIELD STREET
PHILADELPHIA, PA  19134
USA",,,,BATE BUILDERS LLC,2026-09-21T04:00:00Z,hvac;commercial_fitout
MP-2026-005141,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"**2021 IMC REVIEW**
FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH THE MANUFACTURER’S SPECIFICATIONS. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK.
",Issued,Commercial,1525 N AMERICAN ST,19122-3821,5,MATT ECKERT,"MATT ECKERT
821 AVENUE F
LANGHORNE, PA  19047
USA",,,,1525 NA PROPERTY LLC,2026-09-21T04:00:00Z,hvac
MP-2026-005488,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans. 

Installing 2.5 ton condenser and coil with 60k 80% gas furnace. 9 reg./diff.",Issued,Residential,1826 N 27TH ST,19121-2604,5,B8 Construction LLC,"B8 Construction LLC
249 Barclay Circle
Cheltenham, PA  19012
USA",,,,HUSSEIN RAZAN,2026-09-21T04:00:00Z,hvac
MP-2026-005165,Mechanical,Mechanical / Fuel Gas Permit,New Construction,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH THE MANUFACTURER’S SPECIFICATIONS. FOR USE AS PREVIOUSLY APPROVED. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS TO BE OBTAINED FOR ALL OTHER WORK. ",Issued,Commercial,535 W YORK ST,19133-2522,7,Oris-Hvac Inc,"Oris-Hvac Inc
2028 JASON DR
HUNTINGDON VALLEY, PA  19006
USA",,,,THEDOOR LLC,2026-09-21T04:00:00Z,hvac;new_construction
MP-2026-004646,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,ALTERATIONS TO HVAC SYSTEM FOR EXISTING MUSEUM TO INCLUDE REPLACEMENT OF AIR HANDLING UNIT AND ASSOCIATED DUCTWORK IN BASEMENT LEVEL AS PER APPROVED PLANS AND PHC APPROVAL. *2021 IMC REVIEW*,Issued,Commercial,5501 GERMANTOWN AVE,19144-2270,8,"Controlled Environments, Inc.","Controlled Environments, Inc.
217 Clifton Avenue
Suite 6
Collingdale, PA  19023
USA",,,,CITY OF PHILA,2026-09-19T04:00:00Z,hvac
EP-2026-005599,Electrical,Electrical Permit,Addition and/or Alteration,"Provide electrical wiring throughout the building, including lighting fixtures, switches, exit signs, emergency lighting, telecommunications wiring, and receptacle outlets. Install branch circuits to supply power to appliances and HVAC equipment. Install interconnected smoke and carbon monoxide alarms throughout the building.

Furnish and install a complete fire alarm system, including all required devices, wiring and equipment.

All work shall be performed in accordance with the 2017 NEC, 2016 NFPA 72, applicable local codes, and the approved plans.",Issued,Commercial,6376-78 CITY AVE,19151-2505,4,JEROME R KEOUGH INC,"JEROME R KEOUGH INC
405 Baily Rd
Yeadon, PA  19050
USA",,,,"OVERBROOK PRESBYTERIAN, CHURCH",2026-09-18T04:00:00Z,hvac
EP-2026-003805,Electrical,Electrical Permit,Addition and/or Alteration,"Rewiring the entire house from top to bottom. This includes (45) Lights, (25) Switches, (35) Receptacles (6) GFCI's, HVAC unit, Water Heater, washer/dryer, range. Replacing the existing 200 amp panel with a new 60 space 200 amp panel.",Issued,Residential,1219 N 31ST ST,19121-4414,4,Joseph Irwin,"Joseph Irwin
102 Summit Ave
Eagleville, PA  19403
USA",,,,"BABIEC DANIEL FRANCIS, BABIEC DEBRA ANN",2026-09-18T04:00:00Z,hvac
MP-2026-004942,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

92% 60K BTU furnace, 2.5 ton AC, ductwork, and 11 diffusers",Issued,Residential,542 FAIRWAY TER,19128-2518,4,Building Services LLC,"Building Services LLC
4215 Shoemaker rd
Huntingdon Valley , PA  19006
USA",,,,"MCILHENNY MICHAEL C JR, MCILHENNY JENNIFER P",2026-09-18T04:00:00Z,hvac
EP-2026-007435,Electrical,Electrical Permit,Addition and/or Alteration,"Electrical Permit for combo CP-2026-003931: Install a 400-amp electrical service, including wiring and equipment as required  with four (4) meter packs, including proper grounding and bonding. Install one (1) 100-amp subpanel for the house panel, one (1) 150-amp subpanel for the commercial space, and one (1) 125-amp subpanel for each of the two (2) dwelling units.

Provide electrical wiring throughout the building, including installation of lighting fixtures, switches, exit signs, emergency lighting, telecommunication wiring and receptacles outlets. Install branch circuits to supply power to appliances and HVAC equipment.   Install interconnected smoke and carbon monoxide alarms.    Furnish and install a fire alarm system.
All work shall be performed in accordance with the 2017 NEC, 2016 NFPA 72 and per approved plans.",Issued,Commercial,1606 E PASSYUNK AVE,19148-1122,1,PROMPT PLUMBING MECH CONTR INC,"PROMPT PLUMBING MECH CONTR INC
1427 S 8TH ST
PHILADELPHIA, PA  19147
USA",,,,SOUTH LIGHT INVESTMENT INC,2026-09-18T04:00:00Z,hvac;commercial_fitout
MP-2026-005089,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH MANUFACTURER'S SPECIFICATIONS. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK. THIS APPLICATION WAS REVIEWED UNDER THE 2021 IMC.",Issued,Commercial,3300-20 WALNUT ST,19104-3409,3,WEST CHESTER MECHANICAL CONTRACTORS INC,"WEST CHESTER MECHANICAL CONTRACTORS INC
20 McDonald Blvd.
Suite 3
Aston, PA  19014
USA",,,,"TRUSTEES FOR MOORE, SCHOOL OF ELEC ENG",2026-09-18T04:00:00Z,hvac
MP-2026-005427,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans. 

2.5 ton condenser, 75k btu & 9 reg./diff.",Issued,Residential,5543 MORTON ST,19144-1327,8,GOOD DEAL REMODELING LLP,"GOOD DEAL REMODELING LLP
102 BRIDLE PATH LN
FEASTERVILLE, PA  19053
USA",,,,"ALEXANDER WOODLEY, MICAELA",2026-09-18T04:00:00Z,hvac
MP-2026-004146,Mechanical,Mechanical / Fuel Gas Permit,New Construction,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

TWO new HVAC systems. FIRST system in the attic supplying air for the 3rd and 2nd floor. SECOND system in the basement for the basement and the first floor.  New ductwork for both systems with 21 total diffusers.",Issued,Residential,501 E GORGAS LN,19119-1322,8,HONEST AIR LLC,"HONEST AIR LLC
2935 smedley st
philadelphia , PA  19145
USA",,,,"L B RICHARDSON-BEY JR, FRANCES R H/W",2026-09-18T04:00:00Z,hvac;new_construction
MP-2026-005132,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF A TYPE 1 COMMERCIAL KITCHEN HOOD (10'-0"") AND ASSOCIATED DUCTWORK, FANS AS PER APPROVED PLANS.
 SEPARATE PERMITS REQUIRED FOR ELECTRICAL AND FIRE SUPPRESSION WORK.  **IMC 2018** ",Issued,Commercial,2345 E ANN ST,19134-4325,1,LIBIO MATOS USA REMODELING CONSTRUCTION,"LIBIO MATOS USA REMODELING CONSTRUCTION
2633 KENSINGTON AVENUE
PHILADELPHIA, PA  19125
USA",,,,LAM'S INVESTMENT CORP,2026-09-18T04:00:00Z,hvac;kitchen_bath;commercial_fitout
MP-2026-003237,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR INSTALLATION OF HVAC APPLIANCES, EQUIPMENT, DUCTWORK AND REGISTERS/DIFFUSERS PER APPROVED PLANS AND MANUFACTURER'S SPECIFICATIONS.",Issued,Commercial,9307 KREWSTOWN RD,19115-3710,10,LOR-MAR MECHANICAL SERVICES LLC,"LOR-MAR MECHANICAL SERVICES LLC
6710 WESTFIELD AVE
PENNSAUKEN, NJ  08110
USA",,,,POSEL CORPORATION,2026-09-18T04:00:00Z,hvac
MP-2026-005352,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Replace existing furnace and AC only, in like and kind, no new ductwork
",Issued,Residential,111 BAINBRIDGE ST,19147-2401,1,H & H HEATING AND AIR CONDITIONING INC,"H & H HEATING AND AIR CONDITIONING INC
3 INDUSTRIAL HWY
ESSINGTON, PA  19029
USA",,,,"BARTOLACCI JOSEPH G, ARGENTI JESSICA F",2026-09-18T04:00:00Z,hvac
MP-2026-005424,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans. 

2.5 ton condenser, 75k btu & 9 reg./diff.

Mechanical / Fuel Gas Permit for combo RP-2026-010558",Issued,Residential,6628 HOLLIS ST,19138-1926,9,GOOD DEAL REMODELING LLP,"GOOD DEAL REMODELING LLP
102 BRIDLE PATH LN
FEASTERVILLE, PA  19053
USA",,,,SHUMAN CHARLES H,2026-09-18T04:00:00Z,hvac
MP-2026-005215,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

60K BTU 92% furnace, 2-1/2 ton AC, ductwork, and 10 diffusers",Issued,Residential,1219 W SILVER ST,19133-1218,5,Blerton Islamaj,"Blerton Islamaj
7539 Calvert St
Philadelphia, PA  19152
USA",,,,"BOOKER T W HALSEY, ISABELLE",2026-09-17T04:00:00Z,hvac
MP-2026-002203,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH THE MANUFACTURER’S SPECIFICATIONS. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK.",Issued,Commercial,245 HANSON ST,19139-4340,3,E K MULTISERVICE LLC,"E K MULTISERVICE LLC
2740 N FRONT ST
PHILADELPHIA, PA  19133
USA",,,,70 JOHNNY LANE LLC,2026-09-17T04:00:00Z,hvac
MP-2026-005357,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans. 

Replacing boiler only. NO DUCTWORK.",Completed,Residential,5103 W GIRARD AVE,19131-4403,4,Sir Richards Realty,"Sir Richards Realty
5112 W Dauphin Street
Philadelphia, PA  19131
USA",,,,LOGAN DEWETTA,2026-09-17T04:00:00Z,hvac
MP-2026-004862,Mechanical,Mechanical / Fuel Gas Permit,New Construction,"FOR THE INSTALLATION OF TWO (2) BOILS WITH ASSOCIATED PIPING WITHIN AN EXISTING MECHANICAL ROOM AS PER APPROVED PLANS AND IN ACCORDANCE WITH 2021 IMC. SEPARATE PERMITS TO BE OBTAINED FOR ALL OTHER WORK. SEE CP-2025-005542 FOR ASSOCIATED BUILDING PERMIT.
**SEPARATE APPROVAL FROM PA DEPARTMENT OF LABOR & INDUSTRY (BOILER DIVISION) REQUIRED.**",Issued,Commercial,635-53 E ERIE AVE,19134-1208,7,A. T. CHADWICK COMPANY INC.,"A. T. CHADWICK COMPANY INC.
100 DUNKS FERRY RD
BENSALEM, PA  19020
USA",,,,KRAZ ASSOCIATES L L C,2026-09-17T04:00:00Z,hvac;new_construction
MP-2026-005331,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Replace existing furnace only, in like and kind, using existing piping/ ductwork in the basement",Issued,Residential,5721 SPRUCE ST,19139-3808,3,"Red Line Construction, LLC","Red Line Construction, LLC
25 S Main St
46
Yardley, PA  19067
USA",,,,"WADE WILLIAM T, SUSIE B",2026-09-17T04:00:00Z,hvac
EP-2026-008696,Electrical,Electrical Permit,Addition and/or Alteration,"Residential Service Equipment not exceeding a rating of 200 amps WITH NO INCREASE IN SERVICE SIZE as per attached Residential Service Equipment EZ Standard.   100 amp service panel replace equipment in-kind.   Update grounding and bonding.   30 amp 240V circuit to 2FL rear deck HVAC condenser.
All new wiring surface mount or fished in existing walls.

All work to be perform according to the 2020 NEC and per executed contract.",Issued,Residential,2829 CAMBRIDGE ST,19130-1208,5,"Switchcraft, LLC","Switchcraft, LLC
5943 Windsor Ave
Philadelphia, PA  19143-5221
USA",,,,WEAVER LAUREN L,2026-09-17T04:00:00Z,hvac;pool_deck_fence
MP-2026-005078,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH THE MANUFACTURER’S SPECIFICATIONS. FOR USE AS PREVIOUSLY APPROVED. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS TO BE OBTAINED FOR ALL OTHER WORK. ",Issued,Commercial,1916 BAINBRIDGE ST,19146-1808,2,B8 Construction LLC,"B8 Construction LLC
249 Barclay Circle
Cheltenham, PA  19012
USA",,,,"MOORE RYAN E, SANCHEZ PATRICIA V",2026-09-17T04:00:00Z,hvac
MP-2026-004632,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans. EACH HVAC UNIT TO BE SELF-CONTAINED WITHIN EACH DWELLING UNIT.  NO PENETRATIONS OF RATED ASSEMBLIES.

Installation of 70 btu 90% Furnace with 2.5 ton coil and condenser connecting to new ductwork.

Installation of 2.5 mini split system with 3 evaporator heads for second floor.",Issued,Residential,7019 PASCHALL AVE,19142-1121,2,GO WITH THE FLOW,"GO WITH THE FLOW
1516 N 61 St
Philadelphia, PA  19151
USA",,,,KANE EDWARD J S/M,2026-09-17T04:00:00Z,hvac
MP-2026-005374,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF A NEW HVAC SYSTEMS, ASSOCIATED DUCT WORK, AND REGISTERS/DIFFUSERS AS PER APPROVED PLANS.  SEPARATE PERMIT REQUIRED FOR ELECTRICAL, PLUMBING, FIRE SUPPRESSION.",Issued,Commercial,9901 E ROOSEVELT BLVD,19114,10,HGH PURCHASER INC,"HGH PURCHASER INC
307 RUTHAR DR
NEWARK, DE  19711
USA",,,,"CITY OF PHILA, DEPT OF PUBLIC PROP",2026-09-17T04:00:00Z,hvac
MP-2026-005022,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Install 95% 80K BTU furnace, 3 ton AC, ductwork, and 16 diffusers",Issued,Residential,2118 KATER ST,19146-1215,2,WE FIX IT LLC,"WE FIX IT LLC
5059 Pennway Street
Philadelphia, PA  19124
USA",,,,CHREST PROPERTIES LLC,2026-09-17T04:00:00Z,hvac
MP-2026-004956,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

MULTI FAMILY - EACH HVAC UNIT TO BE SELF-CONTAINED WITHIN EACH DWELLING UNIT. NO PENETRATIONS OF RATED ASSEMBLIES.

Install (2) split systems, ductwork, and 20 diffusers. One system for each dwelling. Install (5) bathroom exhaust fans, (2) dryer vents, and (2) range hood exhaust fans.",Issued,Residential,4622 DISSTON ST,19135-1843,6,ATIS PLUMBING AND HVAC INC,"ATIS PLUMBING AND HVAC INC
10 STN 10871 BUSTLETON AVE #153
PHILADELPHIA, PA  19116
USA",,,,7232 GLENLOCH ST LLC,2026-09-16T04:00:00Z,hvac;kitchen_bath
MP-2026-002996,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,FOR THE INSTALLATION OF REGISTERS AND DIFFUSERS WITH ASSOCIATED DUCTWORK. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK. *NO APPLIANCES ON THIS PERMIT.,Issued,Commercial,4620R-40 E ROOSEVELT BLVD,19124-2340,9,"Seer Mechanical, LLC","Seer Mechanical, LLC
633 Center Ave.
Bensalem, PA  19020
USA",,,,BREIT NE ROOSEVELT OWNER LLC,2026-09-16T04:00:00Z,hvac
MP-2026-004978,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations," EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

5-ton HVAC system to serve the new addition, ductwork, and 10 diffusers",Issued,Residential,4715 PEARSON AVE,19114-3739,6,SIMON B AGUASVIVAS,"SIMON B AGUASVIVAS
3325 KIPP ST
PHILADELPHIA, PA  19134
USA",,,,VALLADAREZ MARLON ANTHONY,2026-09-16T04:00:00Z,hvac
MP-2026-000228,Mechanical,Mechanical / Fuel Gas Permit,New Construction,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH THE MANUFACTURER’S SPECIFICATIONS. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK.  ",Issued,Commercial,2639 S 58TH ST,19143-6146,3,DKM MECHANCIAL,"DKM MECHANCIAL
6641 UPLAND ST
Philadelphia, PA  19142
USA",,,,PHILADELPHIA HOUSING AUTHORITY,2026-09-16T04:00:00Z,hvac;new_construction
MP-2026-004055,Mechanical,Mechanical / Fuel Gas Permit,New Construction,"FOR THE INSTALLATION OF A NEW HVAC SYSTEMS, ASSOCIATED DUCT WORK, AND REGISTERS/DIFFUSERS AS PER APPROVED PLANS.  SEPARATE PERMIT REQUIRED FOR ELECTRICAL, PLUMBING, FIRE SUPPRESSION*2021 IMC*",Issued,Commercial,7400 LANSDOWNE AVE,19151,4,WEST CHESTER MECHANICAL CONTRACTORS INC,"WEST CHESTER MECHANICAL CONTRACTORS INC
20 McDonald Blvd.
Suite 3
Aston, PA  19014
USA",,,,"CITY OF PHILA, PHILA GOLF CLUB",2026-09-16T04:00:00Z,hvac;new_construction
MP-2026-004002,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans. 

Installation of ductwork throat the house, installation of a forced air system. Gas furnace at 90+ efficiency with 3 ton a/c system. 12 reg./diff.",Issued,Residential,1628 N 29TH ST,19121-2738,5,SERG SERGMAN LLC,"SERG SERGMAN LLC
641 Hazel Ave
Feasterville Trevose, PA  19053
USA",,,,NVB INVESTMENT LLC,2026-09-16T04:00:00Z,hvac
